#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia18ckw,2018-08-28 08:50:29,279.11525,-47.58847,16.01,19.08,0.36,"unknown",2018-09-01 11:11:08,"Gaia source coincident with dwarf nova candidate brightens by ~3.5 mags"
Gaia18ckv,2018-08-27 23:45:22,295.56673,18.01050,19.58,20.70,0.13,"unknown",2018-09-01 11:09:21,"Gaia source in Galactic plane brightens by ~1 mag"
Gaia18cku,2018-08-28 22:48:22,281.65732,-37.35420,17.67,19.25,0.20,"unknown",2018-09-01 11:07:38,"Gaia source brightens by ~2 mags"
Gaia18ckt,2018-08-28 16:01:05,297.40205,19.18246,18.74,,,"unknown",2018-09-01 11:05:47,"apparently hostless blue transient in Galactic plane"
Gaia18cks,2018-08-28 10:17:20,265.87988,-64.19597,18.27,,,"unknown",2018-09-01 11:04:35,"apparently hostless blue transient"
Gaia18ckr,2018-08-27 22:49:28,284.33499,-36.25196,18.31,,,"unknown",2018-09-01 11:02:27,"apparently hostless blue transient"
Gaia18ckq,2018-08-27 16:09:31,296.62553,29.66105,19.55,20.56,0.05,"unknown",2018-08-31 17:16:59,"Gaia source in Galactic plane brightens by ~1 mag"
Gaia18ckp,2018-08-27 16:19:02,298.84494,39.69998,18.45,19.74,0.04,"unknown",2018-08-31 17:15:51,"Gaia source in Galactic plane brightens by ~1 mag"
Gaia18cko,2018-08-27 14:21:14,261.50461,-72.99998,18.83,20.10,0.44,"unknown",2018-08-31 17:14:56,"Gaia source coincident with QSO B1719-729 brightens by ~1.5 mags, previous outbursts in lightcurve"
Gaia18ckn,2018-08-18 23:45:15,104.59625,35.84070,16.36,,,"unknown",2018-08-31 17:13:55,"candidate SN in galaxy MCG+06-16-004"
Gaia18ckm,2018-08-27 11:11:01,65.90788,78.48886,18.93,,,"unknown",2018-08-31 17:12:28,"candidate SN near galaxy LEDA 2776701"
Gaia18ckl,2018-08-27 21:40:23,292.04438,-0.49694,18.27,,,"unknown",2018-08-31 17:11:40,"apparently hostless blue transient near Galactic plane"
Gaia18ckk,2018-08-27 09:51:20,292.77799,11.24354,18.89,,,"unknown",2018-08-31 17:09:47,"apparently hostless blue transient in Galactic plane"
Gaia18ckj,2018-08-27 03:49:37,292.43729,9.76029,17.37,,,"unknown",2018-08-31 17:07:33,"blue transient in Galactic plane, candidate CV"
Gaia18cki,2018-08-27 15:48:39,293.22825,8.06197,18.74,,,"unknown",2018-08-31 17:05:09,"hostless blue transient in Galactic plane"
Gaia18ckh,2018-08-27 01:51:45,140.01658,-76.49618,18.14,,,"unknown",2018-08-31 17:03:52,"blue transient on faint DSS source"
Gaia18ckg,2018-08-26 14:36:25,112.31130,-21.49283,16.88,19.45,0.08,"Nova",2018-08-31 12:15:58,"Known dwarf nova ASASSN-16ly brightens by ~2.5 mags"
Gaia18ckf,2018-08-26 21:57:33,292.52610,18.37834,18.75,20.18,0.40,"unknown",2018-08-31 12:14:49,"long term rise of ~1 mag in Gaia source"
Gaia18cke,2018-08-27 01:29:14,121.17471,-57.17300,18.82,,,"unknown",2018-08-31 12:13:39,"blue transient near galaxy 2MASX J08044257-5710254"
Gaia18ckd,2018-08-26 15:26:59,289.30964,-12.42256,19.03,20.14,0.19,"unknown",2018-08-31 12:11:45,"Gaia source coincident with radio source PMN J1917-1225 brightens by ~1 mag"
Gaia18ckc,2018-08-26 11:19:50,98.22298,70.06577,18.72,,,"unknown",2018-08-31 12:09:02,"very blue transient near PanSTARRS galaxy"
Gaia18ckb,2018-08-26 04:33:01,284.98089,-50.89338,18.14,,,"unknown",2018-08-31 12:07:11,"apparently hostless blue transient"
Gaia18cka,2018-08-26 08:15:04,110.09522,-1.23949,18.61,,,"unknown",2018-08-31 12:06:15,"candidate SN near PanSTARRS galaxy"
Gaia18cjz,2018-08-26 09:41:16,290.22384,2.19477,19.00,,,"unknown",2018-08-31 12:05:14,"apparently hostless transient in Galactic plane"
Gaia18cjy,2018-08-26 13:36:44,120.22085,-64.49230,18.82,,,"unknown",2018-08-31 12:04:03,"candidate SN near DSS blob"
Gaia18cjx,2018-08-26 03:23:57,288.84372,-14.95005,18.61,,,"unknown",2018-08-31 12:02:17,"apparently hostless blue transient"
Gaia18cjw,2018-08-25 16:20:24,289.67497,44.82012,15.22,19.02,0.81,"CV",2018-08-30 23:36:47,"Gaia source coincident with CV KIC8683556 brightens by ~4 mags, previous outburst in lightcurve"
Gaia18cjv,2018-08-25 16:11:48,289.88508,35.37876,15.78,20.04,0.12,"unknown",2018-08-30 23:35:46,"Gaia source brightens by ~4 mags"
Gaia18cju,2018-08-25 22:11:02,290.35616,34.24131,16.93,19.32,1.08,"unknown",2018-08-30 23:34:51,"Gaia source brightens by ~3 mags, previous outbursts in lightcurve"
Gaia18cjt,2018-08-25 20:26:33,109.40748,-12.76198,18.42,20.09,0.71,"unknown",2018-08-30 23:32:06,"erratic variability in galactic plane source"
Gaia18cjs,2018-08-25 12:47:44,108.67742,-20.31567,18.24,20.59,0.48,"unknown",2018-08-30 22:35:34,"Gaia source brightens by more than 1 mag, previous outbursts in lightcurve"
Gaia18cjr,2018-08-25 09:20:19,288.05685,-17.82056,18.57,,,"unknown",2018-08-30 22:34:02,"apparently hostless blue transient"
Gaia18cjq,2018-08-25 21:08:26,112.04829,-51.77094,18.15,,,"unknown",2018-08-30 22:33:02,"candidate SN near galaxy LEDA 452735"
Gaia18cjp,2018-08-25 17:33:02,289.02299,8.46494,18.20,,,"unknown",2018-08-30 22:31:16,"apparently hostless blue transient in Galactic plane"
Gaia18cjo,2018-08-24 17:23:20,286.83703,-0.43865,16.37,16.65,0.05,"unknown",2018-08-30 14:34:23,"Gaia source in Galactic plane brightens by ~0.3 mags"
Gaia18cjn,2018-08-24 22:43:32,284.33491,71.52188,14.00,15.73,0.74,"unknown",2018-08-30 14:29:43,"Dwarf Nova HS 1857+7127 brightens by ~2 mags"
Gaia18cjm,2018-08-25 02:22:58,289.48065,-72.24546,18.99,,,"unknown",2018-08-30 14:23:35,"candidate SN near galaxy LEDA 264627"
Gaia18cjl,2018-08-23 02:23:47,302.58795,-69.41731,16.19,20.49,0.19,"unknown",2018-08-30 09:58:00,"Gaia source brightens by ~4 mags - coincident with dwarf nova, ASASSN-14by"
Gaia18cjk,2018-08-23 03:29:20,283.78805,-6.66353,16.08,16.85,0.13,"unknown",2018-08-30 09:57:01,"long term brightening of ~1 mag in Gaia source in Galactic plane, candidate microlensing event"
Gaia18cjj,2018-08-22 18:39:30,99.96335,-13.75844,17.16,18.23,0.03,"unknown",2018-08-30 09:45:54,"Flare of ~1 mag in Gaia source"
Gaia18cji,2018-08-22 15:40:15,281.16508,5.04694,12.54,13.48,0.10,"symbiotic star",2018-08-30 09:43:25,"Known symbiotic star DQ Ser brightens by ~4 mags"
Gaia18cjh,2018-08-23 15:25:06,285.33836,-11.40454,18.65,19.39,0.04,"unknown",2018-08-29 22:48:43,"Gaia source in Galactic plane brightens by ~0.7 mags"
Gaia18cjg,2018-08-23 19:19:52,98.28991,-50.55216,18.90,,,"unknown",2018-08-29 22:14:01,"transient on faint DSS source"
Gaia18cjf,2018-08-23 21:12:16,98.10114,-55.94053,18.43,,,"unknown",2018-08-29 22:12:06,"candidate SN near galaxy LEDA 404617"
Gaia18cje,2018-08-23 13:41:16,87.87656,-69.45801,18.54,,,"unknown",2018-08-29 22:10:46,"candidate SN near galaxy 2MASS6X J05513043-6927303"
Gaia18cjd,2018-08-23 04:47:12,253.02068,76.13630,17.31,,,"unknown",2018-08-29 22:09:39,"candidate SN near galaxy SDSS J165205.47+760812.0"
Gaia18cjc,2018-08-21 16:21:51,264.86412,49.91760,16.79,18.54,0.62,"QSO",2018-08-29 22:06:01,"long term brightening in erratically variable QSO"
Gaia18cjb,2018-08-21 20:10:48,99.78142,0.14847,17.30,18.62,0.58,"unknown",2018-08-29 22:05:06,"long term increase (~4 mag) in brightness of red star in Galactic plane"
Gaia18cja,2018-08-21 22:41:27,247.75089,69.83368,17.40,19.85,0.89,"unknown",2018-08-29 22:02:36,"Gaia source brightens by ~2 mags"
Gaia18ciz,2018-08-23 04:33:15,270.14664,61.69773,18.48,,,"SN Ia",2018-08-29 14:36:23,"confirmed SNIa, aka SN2018fec"
Gaia18ciy,2018-08-22 22:52:00,231.98606,79.99477,18.89,,,"unknown",2018-08-29 14:35:38,"candidate SN near galaxy 2MASX J15275735+7959399"
Gaia18cix,2018-08-22 19:47:00,72.78469,-73.47632,17.44,,,"unknown",2018-08-29 14:34:51,"candidate SN near galaxy 2MASX J04510948-7328410"
Gaia18ciw,2018-08-22 11:06:16,144.62227,76.31990,16.03,,,"unknown",2018-08-29 14:34:08,"candidate SN near galaxy NGC 2938"
Gaia18civ,2018-08-22 01:07:53,91.17120,-39.36806,18.81,,,"unknown",2018-08-29 14:32:53,"candidate SN near galaxy LEDA 598945"
Gaia18ciu,2018-08-22 02:52:22,92.45368,-37.71890,18.51,,,"unknown",2018-08-29 14:32:06,"candidate SN near galaxy LEDA 618740"
Gaia18cit,2018-08-21 23:55:01,106.02029,28.17610,17.89,,,"unknown",2018-08-29 14:31:22,"apparently hostless transient"
Gaia18cis,2018-08-22 03:15:46,284.35104,-19.57088,18.18,,,"unknown",2018-08-29 14:30:47,"candidate SN near galaxy 2MASX J18572430-1934102"
Gaia18cir,2018-08-21 15:49:45,275.65907,15.69657,17.04,,,"SN II",2018-08-29 14:29:46,"confirmed SN II, aka SN 2018evy"
Gaia18ciq,2018-08-21 16:06:56,313.19960,-69.97721,18.55,,,"unknown",2018-08-29 14:28:59,"candidate SN near galaxy LEDA 276077"
Gaia18cip,2018-08-22 03:47:14,278.03993,12.71841,17.88,,,"unknown",2018-08-29 14:28:24,"blue transient near Galactic plane"
Gaia18cio,2018-08-22 03:37:49,56.46182,-75.55860,18.07,,,"unknown",2018-08-29 14:27:38,"apparently hostless blue transient"
Gaia18cin,2018-08-22 01:46:54,64.78076,-72.25760,18.94,,,"unknown",2018-08-29 14:26:48,"blue transient on DSS blob"
Gaia18cim,2018-08-21 13:04:29,89.50922,-36.10118,18.64,,,"unknown",2018-08-29 14:26:04,"blue transient near DSS blob"
Gaia18cil,2018-08-21 06:59:55,89.83773,-32.01829,18.93,,,"unknown",2018-08-29 14:25:20,"candidate SN near galaxy 2MASX J05592117-3201082"
Gaia18cik,2018-08-21 03:31:09,278.37988,-3.40325,18.69,20.22,0.19,"unknown",2018-08-29 14:24:00,"long term brightening of ~1.5 mags in Gaia source in Galactic plane"
Gaia18cij,2018-08-21 02:25:26,94.38993,-13.26682,18.53,,,"unknown",2018-08-29 14:23:22,"candidate SN near PanSTARRS galaxy"
Gaia18cii,2018-08-21 01:42:13,62.85089,-67.12142,17.92,,,"unknown",2018-08-29 14:22:43,"blue transient near DSS blob"
Gaia18cih,2018-07-22 19:59:45,13.86004,-74.31114,16.93,,,"SN Ia",2018-08-29 14:22:06,"confirmed SN Ia, aka SN 2018ebx"
Gaia18cig,2018-08-20 15:24:53,64.52584,-63.61567,17.11,,,"SN Ia",2018-08-29 14:21:13,"confirmed SN Ia, aka SN 2018fhw"
Gaia18cif,2018-08-20 08:41:42,87.02188,-27.37125,18.18,,,"unknown",2018-08-29 14:20:19,"apparently hostless blue transient"
Gaia18cie,2018-08-20 19:57:46,24.72752,-75.19791,18.77,,,"unknown",2018-08-29 14:19:24,"candidate SN near galaxy 2MASX J01385462-7511532"
Gaia18cid,2018-08-20 21:51:21,358.42140,-76.26904,18.73,,,"unknown",2018-08-29 14:18:38,"blue transient on DSS blob"
Gaia18cic,2018-08-20 15:54:24,270.17952,21.02617,17.53,18.79,0.49,"unknown",2018-08-29 14:17:49,"Gaia source brightens by ~1 mag, previous outbursts in light curve"
Gaia18cib,2018-08-20 03:17:39,279.11483,-16.57830,18.66,19.84,0.13,"unknown",2018-08-29 14:16:21,"Gaia source in Galactic plane brightens by ~1 mag"
Gaia18cia,2018-08-19 22:02:29,326.19810,-69.78188,19.14,20.25,0.36,"unknown",2018-08-29 14:15:34,"Gaia source brightens by ~1 mag, previous brightening in lighcurve"
Gaia18chz,2018-08-20 03:12:02,281.16858,-22.07656,18.39,,,"unknown",2018-08-29 14:14:47,"apparently hostless transient"
Gaia18chy,2018-08-20 01:41:20,56.27216,-64.60449,18.81,,,"unknown",2018-08-29 14:13:37,"candidate SN near galaxy LEDA 321011"
Gaia18chx,2018-08-19 21:08:06,281.92127,-25.79691,18.57,,,"unknown",2018-08-29 14:12:53,"apparently hostless blue transient"
Gaia18chw,2018-08-20 04:44:09,223.65456,69.64845,18.46,,,"SN Ia",2018-08-29 14:11:53,"confirmed SN Ia, aka SN 2018eyh"
Gaia18chv,2018-07-20 18:39:41,212.93843,71.75272,19.51,,,"SN II",2018-08-29 14:08:31,"confirmed SN II, aka SN 2018ejc"
Gaia18chu,2018-08-19 21:50:53,267.99768,17.49550,16.81,,,"CV",2018-08-29 14:00:49,"confirmed CV"
Gaia18cht,2018-08-19 20:00:11,12.35428,-73.01344,17.71,16.62,0.19,"unknown",2018-08-29 13:53:07,"long-term decline of ~1 mag in Carbon star"
Gaia18chs,2018-08-18 21:00:30,282.62176,-32.69490,20.66,18.96,0.24,"unknown",2018-08-23 11:02:25,"Gaia source coincident with UV source GALEXASC J185029.26-324141.5 declines by 2 mags in 6 months"
Gaia18chr,2018-08-18 21:20:05,274.69289,-13.80249,19.62,18.05,0.18,"unknown",2018-08-23 10:09:25,"1.5 mag dip on candidate YSO [OSP2002] BRC30 55"
Gaia18chq,2018-08-17 21:21:38,271.43910,-12.01455,18.24,20.09,0.05,"unknown",2018-08-22 14:06:35,"Gaia source in Galactic plane brightens by ~1.8 mags"
Gaia18chp,2018-08-16 03:10:14,270.78308,-23.19200,16.53,16.76,0.03,"unknown",2018-08-22 11:50:20,"0.25 mag brightening in Galactic plane source"
Gaia18cho,2018-08-15 21:06:01,272.22770,-27.16975,17.38,17.71,0.03,"unknown",2018-08-22 11:48:56,"Galactic plane source brightens by 0.3 mag, aka OGLE 2018-BLG-0410"
Gaia18chn,2018-08-18 03:06:12,278.43723,-27.06618,18.56,20.16,0.22,"unknown",2018-08-22 11:46:34,"faint Gaia source brightens by 1.8 mags and gets bluer"
Gaia18chm,2018-08-17 09:18:13,271.01587,-15.41484,18.98,20.44,0.16,"unknown",2018-08-22 11:44:03,"faint Gaia Galactic plane source slowly rises by 1.5 mags"
Gaia18chl,2018-08-19 04:10:47,256.18471,38.23556,18.87,,,"SN IIn",2018-08-21 16:40:37,"confirmed SN IIn, aka SN 2018fdt"
Gaia18chk,2018-08-18 21:53:21,262.85482,20.13513,17.19,,,"CV",2018-08-21 16:40:00,"blue transient on very faint PanSTARRS source. Confirmed CV ATLAS18tkb"
Gaia18chj,2018-08-18 20:52:59,286.73283,-39.52851,18.80,,,"unknown",2018-08-21 16:39:24,"apparently hostless blue transient"
Gaia18chi,2018-08-18 21:19:28,58.83671,-56.75401,17.57,,,"SN IIb",2018-08-21 16:38:54,"confirmed SN IIb, aka SN 2018fex"
Gaia18chh,2018-08-18 12:10:40,93.52378,12.84470,18.55,,,"unknown",2018-08-21 16:38:13,"apparently hostless transient in Galactic plane"
Gaia18chg,2018-08-11 18:59:52,123.33242,57.85686,19.03,,,"unknown",2018-08-21 16:36:36,"candidate SN near galaxy UGC 4270"
Gaia18chf,2018-08-18 09:36:29,267.37894,2.82668,15.68,,,"CV",2018-08-21 15:46:40,"confirmed CV"
Gaia18che,2018-07-15 06:36:35,230.21714,54.21555,19.29,,,"SN IIP",2018-08-21 15:45:44,"confirmed SN IIP, aka SN 2018dfa"
Gaia18chd,2018-08-17 04:32:56,223.93947,57.34737,18.99,,,"unknown",2018-08-21 15:44:49,"candidate SN near galaxy SDSS J145545.12+572049.3, GS-TEC predicts SN Ia"
Gaia18chc,2018-07-15 22:53:02,233.53533,56.69687,18.50,,,"SN II",2018-08-21 15:44:11,"confirmed SN II, aka SN 2018cyg"
Gaia18chb,2018-08-17 21:55:00,257.54653,21.64906,17.85,,,"SN Ia",2018-08-21 15:43:24,"confirmed SN Ia, aka SN 2018feb"
Gaia18cha,2018-08-17 13:44:47,36.70004,-61.98709,18.28,,,"unknown",2018-08-21 15:42:34,"candidate SN near galaxy 2MASS J02264824-6159123"
Gaia18cgz,2018-08-17 19:29:32,55.65401,-52.23198,18.72,,,"unknown",2018-08-21 15:41:57,"candidate SN near galaxy LEDA 446973, GS-TEC predicts SN Ia"
Gaia18cgy,2018-08-17 21:15:51,56.60409,-52.42731,18.46,,,"unknown",2018-08-21 15:39:49,"candidate SN near galaxy 6dFGS gJ034625.0-522535, GS-TEC predicts SN Ia"
Gaia18cgx,2018-08-17 00:11:43,88.53030,12.59825,18.78,20.26,0.33,"unknown",2018-08-21 14:37:54,"Gaia source in Galactic plane brightens by ~2 mags"
Gaia18cgw,2018-08-17 12:12:09,89.97883,11.93341,15.73,17.37,0.36,"unknown",2018-08-21 14:37:26,"Gaia source in Galactic plane brightens by ~2 mags"
Gaia18cgv,2018-08-17 09:49:54,257.64113,16.31451,15.66,20.16,0.10,"unknown",2018-08-21 14:36:45,"Gaia source brightens by ~4mags, candidate CV, aka ASASSN-18qf"
Gaia18cgu,2018-08-16 09:16:20,268.68615,-17.31154,17.87,19.52,0.03,"unknown",2018-08-21 14:32:49,"Gaia source in Galactic plane brightens by almost 2 mags"
Gaia18cgt,2018-08-17 06:46:20,76.74682,-16.99211,16.46,18.89,0.26,"unknown",2018-08-21 14:22:35,"candidate CV brightens by ~2.5 mags, aka CSS 090220:050659-165932"
Gaia18cgs,2018-08-17 03:18:01,270.18335,-15.66165,18.39,,,"unknown",2018-08-21 11:29:00,"transient near Galactic plane"
Gaia18cgr,2018-08-15 20:18:05,77.00805,-3.29213,14.84,15.20,0.04,"unknown",2018-08-21 11:26:39,"candidate YSO brightens by 0.3 mag, aka ASASSN-V J050801.94-031731.6"
Gaia18cgq,2018-08-16 03:09:08,271.04164,-24.32494,15.66,17.33,0.55,"unknown",2018-08-21 11:25:34,"Brightening in Gaia source coincident with YSO 2MASS J18040998-2419298"
Gaia18cgp,2018-08-16 03:08:19,271.79684,-24.98232,16.91,17.42,0.06,"unknown",2018-08-21 11:24:19,"0.5 mag brightening of source near globular cluster NGC 6544, aka OGLE 2018-BLG-0705"
Gaia18cgo,2018-08-14 21:05:51,268.99721,-27.63642,18.89,17.41,0.19,"unknown",2018-08-21 11:16:52,">1 mag decline in red Galactic plane source"
Gaia18cgn,2018-08-15 09:06:32,270.12262,-26.88940,18.06,19.76,0.04,"unknown",2018-08-21 11:07:12,"1.7 mag brightening in Galactic plane source"
Gaia18cgm,2018-08-16 21:39:44,259.94176,5.86694,18.82,,,"unknown",2018-08-21 10:12:42,"candidate SN near extended PanSTARRS source"
Gaia18cgl,2018-08-16 21:05:31,275.27838,-27.61118,17.95,,,"unknown",2018-08-21 10:11:25,"likely CV in outburst, aka OGLE-BLG-DN-1042"
Gaia18cgk,2018-08-16 13:14:30,60.30713,-38.81930,18.82,,,"unknown",2018-08-21 10:09:47,"candidate SN near galaxy 2MASX J04011372-3849032"
Gaia18cgj,2018-08-16 22:10:47,243.64084,36.94338,17.53,,,"SN Ia",2018-08-21 10:08:32,"confirmed SN Ia, aka SN 2018euz"
Gaia18cgi,2018-08-17 03:15:36,271.03934,-18.06551,16.17,,,"Nova",2018-08-21 10:07:19,"Gaia detection of Nova Sgr 2018, aka PNV J18040967-1803581"
Gaia18cgh,2018-08-16 21:00:38,278.31746,-31.99469,18.23,,,"unknown",2018-08-21 10:05:27,"blue hostless transient"
Gaia18cgg,2018-08-16 17:55:13,94.92231,26.87017,17.67,,,"unknown",2018-08-21 10:04:36,"blue hostless transient near Galactic plane, candidate CV"
Gaia18cgf,2018-08-16 17:56:03,94.27758,26.28662,17.27,,,"unknown",2018-08-21 10:03:38,"blue hostless transient near Galactic plane, candidate CV"
Gaia18cge,2018-08-16 03:45:26,254.61673,11.47664,18.99,,,"SN Ia",2018-08-21 10:02:46,"candidate SN near galaxy 2MASX J16582826+1128377"
Gaia18cgd,2018-08-16 10:38:12,211.09652,60.02443,18.07,,,"SN Ia",2018-08-21 10:01:36,"confirmed SN IA, aka SN 2018etj"
Gaia18cgc,2018-08-16 06:53:54,69.54396,-22.05182,18.87,,,"unknown",2018-08-21 10:00:29,"candidate SN near galaxy WINGS J043810.47-220306.5"
Gaia18cgb,2018-08-17 02:53:42,283.13525,-38.22969,18.28,,,"unknown",2018-08-21 09:59:36,"blue transient near faint DSS source"
Gaia18cga,2018-08-16 20:41:52,291.51656,-48.17216,18.62,,,"unknown",2018-08-21 09:58:36,"Apparently hostless blue transient"
Gaia18cfz,2018-08-15 09:02:38,272.92362,-30.27396,18.71,19.61,0.06,"unknown",2018-08-21 09:52:11,"almost 1 mag brightening in Galactic plane source"
Gaia18cfy,2018-08-15 03:03:25,271.59541,-29.64108,16.56,17.35,0.02,"unknown",2018-08-21 09:51:07,"0.8 mag brightening in Galactic plane source"
Gaia18cfx,2018-08-16 14:37:14,295.75722,-51.59772,18.87,,,"unknown",2018-08-21 09:49:02,"apparently hostless blue transient"
Gaia18cfw,2018-08-15 18:11:38,84.55746,13.51488,18.94,,,"unknown",2018-08-20 17:17:02,"candidate SN near galaxy 2MASX J05381375+1330440"
Gaia18cfv,2018-08-15 14:53:32,279.51353,-38.31716,17.31,,,"unknown",2018-08-20 17:16:12,"apparently hostless, blue transient, candidate CV"
Gaia18cfu,2018-08-15 09:03:06,272.59691,-29.86460,17.03,19.84,0.11,"unknown",2018-08-20 16:56:11,"almost 3 mag brightening in Galactic plane source, aka OGLE 2018-BLG-1399"
Gaia18cft,2018-08-15 15:15:50,266.40726,-17.93969,13.06,16.72,0.19,"CV",2018-08-20 16:53:22,"3.7 mag brightening in known CV TCP J17453768-1756253"
Gaia18cfs,2018-08-15 15:10:48,268.67837,-22.82037,17.09,20.32,0.06,"unknown",2018-08-17 11:52:26,"Galactic plane source brightens by >3 mags"
Gaia18cfr,2018-08-15 09:10:08,268.66867,-23.34340,16.92,18.22,0.04,"unknown",2018-08-17 11:51:33,"1.3 mag brightening in Galactic plane source"
Gaia18cfq,2018-08-15 13:35:26,39.04767,-52.32052,17.35,19.16,0.46,"CV",2018-08-17 11:35:35,"brightening of eclipsing polar WW Hor, known CV"
Gaia18cfp,2018-08-15 08:58:32,275.34093,-34.00587,17.15,,,"unknown",2018-08-17 11:34:17,"candidate CV ASASSN-18rl"
Gaia18cfo,2018-08-14 22:59:26,265.60046,-20.88572,9.11,,,"unknown",2018-08-17 11:33:34,"Gaia detection of Nova Oph 2018 N.3"
Gaia18cfn,2018-07-08 00:40:56,243.78669,26.56004,18.26,,,"SN II",2018-08-17 11:32:26,"confirmed SN II SN2018dct"
Gaia18cfm,2018-08-15 09:35:41,255.59926,1.23774,18.78,,,"CV",2018-08-17 11:30:48,"reddish transient on faint blue PanSTARRS source"
Gaia18cfl,2018-08-14 03:06:40,266.47994,-26.96967,13.44,13.78,0.06,"unknown",2018-08-16 14:20:56,"0.3 mag rise in source near Galactic plane"
Gaia18cfk,2018-08-14 03:03:59,267.60914,-29.61707,18.20,19.15,0.05,"unknown",2018-08-16 11:55:03,"Gaia Galactic plane source brightens by 1 mag, coincident with OGLE event 2018-BLG-1353"
Gaia18cfj,2018-08-14 09:01:19,270.21338,-31.89276,15.81,16.04,0.02,"unknown",2018-08-16 11:54:26,"Gaia source brightens by ~0.2 mag, coincident with OGLE 2018-BLG-0409"
Gaia18cfi,2018-08-14 15:11:02,265.17249,-22.92393,17.35,19.65,0.04,"unknown",2018-08-16 11:53:51,"2.3 mag brightening of Galactic plane source"
Gaia18cfh,2018-08-14 09:08:29,266.06329,-25.26129,13.37,14.06,0.03,"unknown",2018-08-16 11:51:52,"0.7 mag brightening in Galactic plane source"
Gaia18cfg,2018-08-14 07:36:38,32.69251,-51.01720,14.66,16.79,0.46,"BL Lac",2018-08-16 11:47:23,"BL Lac QSO B0208-512 brightens by >2 mag over 4 months"
Gaia18cff,2018-08-13 21:00:58,268.91906,-32.35805,18.60,20.11,0.06,"unknown",2018-08-16 10:14:12,"1.5 mag brightening in Galactic plane source"
Gaia18cfe,2018-08-14 15:31:29,254.67464,-3.23802,17.23,17.66,0.08,"AGN",2018-08-16 10:13:22,"0.6 mag brightening of AGN candidate 2MASX J16584192-0314168"
Gaia18cfd,2018-08-14 15:04:39,269.07157,-28.74734,17.83,18.50,0.04,"unknown",2018-08-16 10:12:41,"Galactic plane source brightens by 0.7 mag coincident with OGLE event 2018-BLG-1371"
Gaia18cfc,2018-08-14 03:02:50,268.57315,-30.56938,18.63,19.30,0.05,"unknown",2018-08-16 10:11:35,"Gaia source brightens by 0.6 mag, coincident with OGLE event 2018-BLG-0790"
